,Date_Time,BO,BH,BL,BC
2171,2013-08-27,1.3372583333333334,1.3380095833333332,1.3364954166666667,1.3373087499999998
2172,2013-08-28,1.3357283333333332,1.3363366666666663,1.3347416666666667,1.3354991666666665
2173,2013-08-29,1.3269708333333334,1.3275670833333335,1.32597125,1.32658
2174,2013-08-30,1.3224420833333335,1.3231629166666667,1.3216970833333335,1.3223520833333333
2175,2013-09-02,1.3202970833333332,1.3207629166666666,1.3197179166666668,1.3202216666666666
2176,2013-09-03,1.317504583333333,1.3179825,1.31672375,1.3174362499999999
2177,2013-09-04,1.3183320833333334,1.3189808333333335,1.3178020833333328,1.3184583333333335
2178,2013-09-05,1.3160929166666668,1.3167324999999999,1.3150600000000001,1.315762916666667
2179,2013-09-06,1.3142166666666664,1.3153837499999999,1.3136879166666664,1.314535
2180,2013-09-09,1.3210800000000005,1.3219362500000003,1.3207025000000001,1.321437916666667
2181,2013-09-10,1.3257833333333335,1.3264004166666667,1.3252266666666663,1.3258308333333335
2182,2013-09-11,1.3279966666666667,1.3288516666666668,1.32745125,1.32818625
2183,2013-09-12,1.3302620833333332,1.3309395833333333,1.3294504166666667,1.330199583333333
2184,2013-09-13,1.329592916666667,1.3304612500000002,1.3287512500000003,1.329608333333333
2185,2013-09-16,1.335274583333333,1.3359258333333333,1.3345945833333337,1.33517125
2186,2013-09-17,1.3348583333333333,1.335375,1.3344112499999998,1.3349508333333333
2187,2013-09-18,1.3385595833333335,1.33987375,1.3380675000000002,1.3392583333333334
2188,2013-09-19,1.35337,1.3542329166666667,1.3526816666666666,1.3534033333333335
2189,2013-09-20,1.3529158333333333,1.353549583333333,1.3521462500000003,1.3528137500000001
2190,2013-09-23,1.3510912499999999,1.3517374999999998,1.3503429166666663,1.3509395833333333
2191,2013-09-24,1.3486729166666664,1.3491749999999998,1.3480662499999998,1.3485733333333334
2192,2013-09-25,1.35000125,1.3506454166666668,1.3494816666666667,1.3501795833333334
2193,2013-09-26,1.3501225000000001,1.3506216666666664,1.3493700000000002,1.3499962500000002
2194,2013-09-27,1.3505008333333335,1.3513875000000004,1.349986666666667,1.350663333333333
2195,2013-09-30,1.3510970833333333,1.35194375,1.3505679166666669,1.3512162499999996
2196,2013-10-01,1.35361625,1.3545241666666665,1.3528529166666667,1.3536079166666666
2197,2013-10-02,1.35494,1.3558687499999997,1.3543462499999999,1.3552208333333333
2198,2013-10-03,1.36089375,1.3616820833333332,1.3602645833333333,1.3610299999999997
2199,2013-10-04,1.359380416666667,1.3599304166666668,1.3586141666666665,1.3591191666666669
2200,2013-10-07,1.3572129166666667,1.3577541666666664,1.35671875,1.3572654166666667
2201,2013-10-08,1.3573879166666665,1.3580466666666666,1.3568558333333334,1.3574612500000003
2202,2013-10-09,1.3534825,1.3538904166666665,1.3525216666666664,1.3531466666666665
2203,2013-10-10,1.3516391666666667,1.3524500000000002,1.3508504166666668,1.3516820833333336
2204,2013-10-11,1.3549545833333332,1.3555845833333333,1.3542199999999998,1.35498125
2205,2013-10-14,1.356547083333333,1.3571045833333335,1.3560808333333332,1.3565554166666667
2206,2013-10-15,1.3527337499999998,1.353445416666667,1.35186,1.3525904166666667
2207,2013-10-16,1.3523154166666667,1.3532325,1.3515175,1.3523220833333338
2208,2013-10-17,1.3617650000000001,1.3630420833333334,1.3613229166666665,1.3623770833333335
2209,2013-10-18,1.3678933333333336,1.36846375,1.36731375,1.367955
2210,2013-10-21,1.3675166666666667,1.36794375,1.3669658333333332,1.3674816666666665
2211,2013-10-22,1.3717112499999997,1.3726620833333332,1.3713791666666664,1.3721533333333333
2212,2013-10-23,1.37734125,1.377960416666667,1.3766641666666668,1.3773462500000002
2213,2013-10-24,1.3796758333333334,1.3804558333333334,1.378947916666667,1.37977125
2214,2013-10-25,1.3801895833333333,1.3810104166666666,1.3795379166666668,1.380186666666667
2215,2013-10-28,1.37981,1.3803150000000002,1.3792162499999998,1.3797383333333333
2216,2013-10-29,1.37658875,1.3773029166666664,1.37567125,1.3764054166666666
